did,name,method,pr_auc_mean,pr_auc_std,f1_mean,f1_std
767,analcatdata_apnea1,adasyn,0.46091499487784304,0.11168025132980697,0.6398841384380873,0.09854381759067828
767,analcatdata_apnea1,smote_enn,0.4392220915148994,0.09375731148662796,0.620389316941041,0.08683846205164117
764,analcatdata_apnea3,baseline,0.43668081918081925,0.0675110870231099,0.6225714285714286,0.06034488933566983
764,analcatdata_apnea3,class_weight,0.4498301698301699,0.08033072447026574,0.6332380952380952,0.07097404590935875
764,analcatdata_apnea3,random_undersample,0.4269663813373354,0.08383984860922557,0.601162879423749,0.08472482709987603
764,analcatdata_apnea3,smote,0.4730733155733155,0.12621474150388787,0.6502576489533011,0.1040878702650896
764,analcatdata_apnea3,adasyn,0.42770546017450045,0.08876375394382541,0.6130020703933747,0.08317380149170306
764,analcatdata_apnea3,smote_enn,0.38985569985569984,0.13171978958159244,0.5625,0.1312312619794064
962,mfeat-morphological,baseline,0.9721931006413765,0.027097046535401424,0.9849953689410311,0.014638965496824351
962,mfeat-morphological,class_weight,0.9677883387366146,0.04011147190422094,0.9826489657301636,0.021523571402565583
962,mfeat-morphological,random_undersample,0.8725112770931673,0.02015515920821894,0.9317464584504347,0.011614269477152873
962,mfeat-morphological,smote,0.976841910165186,0.029229741273067565,0.9874050632911391,0.015961919914527674
962,mfeat-morphological,adasyn,0.9493708822094019,0.03033672709194608,0.9730625291600902,0.015896699820511225
962,mfeat-morphological,smote_enn,0.9103092896466307,0.062348294551543185,0.9509456803359242,0.03418596838886457
1002,ipums_la_98-small,baseline,0.16138562429581899,0.014660995029792926,0.2947000687908302,0.03369665607594687
1002,ipums_la_98-small,class_weight,0.15283568903515363,0.01042756725858311,0.2761023333412954,0.024643495217307226
1002,ipums_la_98-small,random_undersample,0.20390717128525998,0.0067506979153965875,0.3629581446269949,0.008621745801921583
1002,ipums_la_98-small,smote,0.16066511238625686,0.005041747459807364,0.2970314397144364,0.010054293517076136
1002,ipums_la_98-small,adasyn,0.15582342833599672,0.007212147611615597,0.28768244675194043,0.016234934101698767
1002,ipums_la_98-small,smote_enn,0.18332894437186176,0.010043242158173777,0.34233895362184097,0.016567397996736444
1019,pendigits,baseline,0.8974378749608439,0.02202336052119916,0.9441278900379476,0.011891083881836325
1019,pendigits,class_weight,0.9106107852899127,0.01818864143051344,0.9512777726940064,0.010164905373095477
1019,pendigits,random_undersample,0.7890176826598068,0.019239560611193265,0.8826321069866054,0.011706983659178233
1019,pendigits,smote,0.8785475925464705,0.013938980922349044,0.9342653207308921,0.007469698150996698
1019,pendigits,adasyn,0.8767918879703529,0.026663995881858166,0.9331415967236246,0.014559272196267244
1019,pendigits,smote_enn,0.9009419887979035,0.020003853841134015,0.947071172176047,0.010907100447827377
954,spectrometer,baseline,0.6527231933517501,0.16784599435533581,0.786191344886997,0.11609642374757673
954,spectrometer,class_weight,0.5993093322413147,0.1481968467245264,0.7436440904633124,0.10605426307372931
954,spectrometer,random_undersample,0.5203551760497833,0.08331782103809161,0.6908495636974139,0.0659386375835843
954,spectrometer,smote,0.6294117758453854,0.10012238807794946,0.7732234935163996,0.07054679073488047
954,spectrometer,adasyn,0.5724448565653419,0.08492482291648797,0.726910736322501,0.06406624977868042
954,spectrometer,smote_enn,0.6044887170435668,0.0911104353009566,0.7564523721045461,0.06292570725196243
757,meta,baseline,0.2254776198644123,0.06056640279042784,0.3869538694704935,0.08121750680700829
757,meta,class_weight,0.2211061277201929,0.06364009665402548,0.37535353535353533,0.09831889670060191
757,meta,random_undersample,0.21440962594450674,0.04054701189542572,0.3689159067882472,0.05162643384621989
757,meta,smote,0.22756890667335733,0.07859447665123528,0.3980348846555743,0.10495253259956082
757,meta,adasyn,0.29060714966375345,0.14447305518487003,0.46149450549450555,0.1576240936812245
757,meta,smote_enn,0.2840196285714025,0.0987393066764494,0.4642793339400681,0.10787463370582356
980,optdigits,baseline,0.7517053766736671,0.035409068614020434,0.8582133816999044,0.02204563212092877
980,optdigits,class_weight,0.8326533187844121,0.025604733762192675,0.9056461818631976,0.01431782597596026
980,optdigits,random_undersample,0.5824942592830498,0.031199042474152387,0.7417429143245301,0.023847699083195128
980,optdigits,smote,0.7728298520773043,0.03160944798358075,0.8725135584379771,0.018995247133401953
980,optdigits,adasyn,0.7315339457416129,0.02426281945369973,0.8469647183407268,0.015204102357510357
980,optdigits,smote_enn,0.7746828840397304,0.027877799546536536,0.8737982404570476,0.0168727381151514
1020,mfeat-karhunen,baseline,0.6774064928399453,0.08182912094749137,0.808701206660101,0.05153172193803153
1020,mfeat-karhunen,class_weight,0.7626613001300605,0.06680864138995816,0.8618011860117123,0.044378603292039104
1020,mfeat-karhunen,random_undersample,0.5291405032640515,0.0634761374603532,0.698708964614859,0.051481865302703156
1020,mfeat-karhunen,smote,0.7704230352445808,0.04610552466801324,0.8701038698934314,0.027770194799820284
1020,mfeat-karhunen,adasyn,0.6666565578245374,0.050499358812221326,0.8037766285186791,0.0358456723756173
1020,mfeat-karhunen,smote_enn,0.7702706646538535,0.0167672314394819,0.8706143586234015,0.009293268349571952
995,mfeat-zernike,baseline,0.815040187882607,0.0478442441978067,0.8969860755509089,0.02887092582922292
995,mfeat-zernike,class_weight,0.823787635609724,0.03253730574818768,0.9002849819516486,0.02121129968604854
995,mfeat-zernike,random_undersample,0.5934100210904372,0.08256179715201713,0.7480660183267981,0.06335790894848883
995,mfeat-zernike,smote,0.7935252617527997,0.03858754907192914,0.8845779743446359,0.023252863041317875
995,mfeat-zernike,adasyn,0.7320144348130315,0.014191302635684896,0.8465111909626811,0.008955215046001238
995,mfeat-zernike,smote_enn,0.8086313369102681,0.04427609619136001,0.893579916815211,0.026607286776256053
1022,mfeat-pixel,baseline,0.8473873382634292,0.02209886689075399,0.9160189404091843,0.013376760764050219
1022,mfeat-pixel,class_weight,0.9213334371461865,0.03075711824434038,0.9574546286411468,0.017420815330239835
1022,mfeat-pixel,random_undersample,0.7707947819094676,0.03840172496815611,0.8705225758730901,0.024568926914172156
1022,mfeat-pixel,smote,0.8826088339788649,0.046720584964824015,0.935666764792464,0.02681207222619234
1022,mfeat-pixel,adasyn,0.8825694944658411,0.024600430758406313,0.9338814164491132,0.016856417542668926
1022,mfeat-pixel,smote_enn,0.8480418502819653,0.026914690856489495,0.9165813598166539,0.017201185512561973
978,mfeat-factors,baseline,0.8992299429282742,0.05237158546492628,0.9432663139329807,0.03200124418634537
978,mfeat-factors,class_weight,0.9043852172645497,0.0646855045542437,0.9478280142857688,0.03623451657223339
978,mfeat-factors,random_undersample,0.7341657225229999,0.05446198747889427,0.8469278473441882,0.03558700443945002
978,mfeat-factors,smote,0.8997457254902376,0.035922103338210956,0.9454611211573237,0.01963384417732338
978,mfeat-factors,adasyn,0.87761972014114,0.04042915775922926,0.9337330798959964,0.0233575109983847
978,mfeat-factors,smote_enn,0.8502016556984427,0.06549683739037727,0.9178155828890475,0.03763570695606483
971,mfeat-fourier,baseline,0.8690871622867128,0.05410032464130198,0.9272160445459546,0.03218382784945137
971,mfeat-fourier,class_weight,0.944705206798403,0.031507258726579467,0.9701806112997838,0.01660733417931892
971,mfeat-fourier,random_undersample,0.7346597343136854,0.07332251376165969,0.8463300026285399,0.048551169735927824
971,mfeat-fourier,smote,0.9179649984615963,0.029419745429532292,0.9555146705146704,0.01563344356590289
971,mfeat-fourier,adasyn,0.8477973968859317,0.05803215663465311,0.914754449414676,0.034604628371137314
971,mfeat-fourier,smote_enn,0.9219845544869664,0.022763154703982668,0.9577521920293004,0.011994098582145745
966,analcatdata_halloffame,baseline,0.40176876880420026,0.03903275265993728,0.6017308780378688,0.03619938640828158
966,analcatdata_halloffame,class_weight,0.3891213494598397,0.06126357630464414,0.5834387834387835,0.05593208030506362
966,analcatdata_halloffame,random_undersample,0.2931173052964062,0.03778612622104855,0.47006189781774993,0.044410207774856124
966,analcatdata_halloffame,smote,0.3810428840078487,0.03511981556553191,0.5839419209631975,0.030222875686930203
966,analcatdata_halloffame,adasyn,0.33721819474058284,0.11512427004723987,0.5306592008676899,0.11290543409843672
966,analcatdata_halloffame,smote_enn,0.35788878772047117,0.043796484383172546,0.5573837215189494,0.04195537238642084
1016,vowel,baseline,0.8429508361912902,0.09293870873355582,0.9100120900120899,0.054438180453112286
1016,vowel,class_weight,0.7963760727576517,0.051926162705851334,0.8842981802734124,0.02925799122724618
1016,vowel,random_undersample,0.5568087560941967,0.08039515321223056,0.7168514920816804,0.06692400416007688
1016,vowel,smote,0.7943383133943775,0.06609794759790642,0.884861054822544,0.04108534891785674
1016,vowel,adasyn,0.8216205496907252,0.1050075580141527,0.8995274395274396,0.06271925690258806
1016,vowel,smote_enn,0.8092451456925142,0.07005776462395949,0.8938666833403675,0.04347083679509584
984,analcatdata_draft,baseline,0.09961325393810716,0.010423446201934554,0.1355233002291826,0.07853323147440795
984,analcatdata_draft,class_weight,0.10255732738609451,0.018395470636955392,0.146007326007326,0.08529360464700922
984,analcatdata_draft,random_undersample,0.11083286857916483,0.02331839911743501,0.198628008211727,0.047220599360068456
984,analcatdata_draft,smote,0.11428157345965566,0.022162698196642842,0.2017249004865104,0.07495216946768275
984,analcatdata_draft,adasyn,0.13801239525799208,0.047638892437724824,0.2271062271062271,0.13925196408309512
984,analcatdata_draft,smote_enn,0.12083192553579339,0.035071975659111874,0.20314956136732393,0.0940670271851016
1451,PieChart1,baseline,0.20652503524843951,0.04821746274283865,0.38368912247173115,0.06931372384129544
1451,PieChart1,class_weight,0.13815088757396451,0.04682153966835432,0.22874643874643877,0.1364055555935644
1451,PieChart1,random_undersample,0.18382088231121138,0.029759015915116403,0.3322105716713555,0.04753365832278561
1451,PieChart1,smote,0.2520244888611597,0.10324273948519636,0.43429332750392097,0.1251640198073011
1451,PieChart1,adasyn,0.15140639207128567,0.039683690460726825,0.2943001443001443,0.06844087542355205
1451,PieChart1,smote_enn,0.16675985213685848,0.05297117883181697,0.3073021014073645,0.06511895987706645
1467,climate-model-simulation-crashes,baseline,0.18459539371304076,0.08133157607491123,0.31855543836967987,0.1364579736202035
1467,climate-model-simulation-crashes,class_weight,0.1652751322751323,0.06205261500467617,0.29927109974424554,0.12232153718990765
1467,climate-model-simulation-crashes,random_undersample,0.1560329884540411,0.0615208335349029,0.2776032227589052,0.0902516067496133
1467,climate-model-simulation-crashes,smote,0.1455493308434485,0.04123769133676992,0.2747354497354498,0.09337125349964913
1467,climate-model-simulation-crashes,adasyn,0.18042936413780403,0.053297952515352895,0.33697718947718946,0.08916241443127182
1467,climate-model-simulation-crashes,smote_enn,0.18666365552544412,0.037163890447110735,0.34558323158323156,0.0591124712383859
1130,OVA_Lung,baseline,0.642592244046546,0.10499140450338111,0.7859633152516103,0.07787062495322544
1130,OVA_Lung,class_weight,0.6721666065772192,0.05534899904812567,0.8033580683735482,0.047703709834277006
1130,OVA_Lung,random_undersample,0.34258583287857197,0.06313241919116641,0.5252882755947774,0.07484547028210614
1130,OVA_Lung,smote,0.707775618961856,0.08319785942857301,0.8297571037871414,0.05756645696014459
1130,OVA_Lung,adasyn,0.7454369920996087,0.04767257702948467,0.8531096665081126,0.03424378895777646
1130,OVA_Lung,smote_enn,0.7231796126755408,0.05652711728732634,0.8389903225838532,0.038396316752504864
1071,mw1,baseline,0.1408285866180603,0.01947319552653071,0.2875350140056022,0.04083203567481122
1071,mw1,class_weight,0.09453140426824638,0.009417774055533363,0.10909090909090909,0.08907235428302467
1071,mw1,random_undersample,0.10126672084310082,0.01904665216737378,0.18361689106487147,0.04192168368638019
1071,mw1,smote,0.152045735482268,0.06111494598507084,0.2590157668418538,0.15504035213107095
1071,mw1,adasyn,0.12210012553665806,0.03626431705790945,0.2017080745341615,0.12434621278295216
1071,mw1,smote_enn,0.12404255340271853,0.02222842076434197,0.22574410774410775,0.0740466787418712
1138,OVA_Uterus,baseline,0.23322483737046845,0.07018273584648667,0.42315278102512144,0.08488797649999862
1138,OVA_Uterus,class_weight,0.3426320472407851,0.060146912446568786,0.5439155396972233,0.0637420238343411
1138,OVA_Uterus,random_undersample,0.22594399282929523,0.03819258844953078,0.3919215908701891,0.041628445763169826
1138,OVA_Uterus,smote,0.32804419888074865,0.0947466796368552,0.5322126022126021,0.0921862633547613
1138,OVA_Uterus,adasyn,0.24012874818016666,0.03328634938154444,0.43739793040154257,0.038163154445541865
1138,OVA_Uterus,smote_enn,0.2602055874150393,0.025014534368305065,0.4453278344216596,0.026928036485608358
1443,PizzaCutter1,baseline,0.19225319736085283,0.09095696838512768,0.3474967061923583,0.13163862025371792
1443,PizzaCutter1,class_weight,0.19633175224562782,0.06851173467998237,0.3507029812292971,0.13136044019103083
1443,PizzaCutter1,random_undersample,0.14706427397176008,0.027929942733500197,0.27372833395681656,0.046389893017937354
1443,PizzaCutter1,smote,0.17345508292876713,0.036197069987897464,0.34555719525915884,0.05620393707314078
1443,PizzaCutter1,adasyn,0.18721910512791456,0.053008457481130825,0.3632219632219632,0.06686694512995366
1443,PizzaCutter1,smote_enn,0.20662860531281585,0.06121397456111309,0.3699647473560517,0.09136637045017758
1000,hypothyroid,baseline,0.945410675361648,0.01547851288109711,0.9710564106489523,0.00806838838847297
1000,hypothyroid,class_weight,0.9646292635476822,0.018261865186224198,0.9812360804312921,0.009646961735335528
1000,hypothyroid,random_undersample,0.8371534523919916,0.08270133182804058,0.9089984869289219,0.04849367438977941
1000,hypothyroid,smote,0.9488077903319507,0.02718930076973334,0.9727884930254692,0.014493061601865075
1000,hypothyroid,adasyn,0.9642743109794552,0.011899551833985963,0.9812127963490436,0.006401733051156427
1000,hypothyroid,smote_enn,0.9157025711310991,0.023577248170321405,0.955498792336513,0.012520749586928314
1068,pc1,baseline,0.13580582375321765,0.029108078676776353,0.2651888341543514,0.042247741920614014
1068,pc1,class_weight,0.14018339916107894,0.045343353435989046,0.27138391588519467,0.08789567086893593
1068,pc1,random_undersample,0.11930035447006568,0.016538707935835614,0.2318477455285866,0.025447464853864295
1068,pc1,smote,0.11348960177856893,0.005479069879171165,0.22589743589743588,0.036392194870174706
1068,pc1,adasyn,0.15481555431242133,0.03825445877103167,0.31765709982428253,0.07052405813841091
1068,pc1,smote_enn,0.14736286443543137,0.018352024315766522,0.2894446614074826,0.023635150251418425
450,analcatdata_lawsuit,baseline,0.7842864054184808,0.11877019303038226,0.8692063492063491,0.0737820396004264
450,analcatdata_lawsuit,class_weight,0.7842864054184808,0.11877019303038226,0.8692063492063491,0.0737820396004264
450,analcatdata_lawsuit,random_undersample,0.4966307277628032,0.1570054833605376,0.6469841269841269,0.13279407199899806
450,analcatdata_lawsuit,smote,0.8471069182389936,0.13240217156155493,0.9092063492063491,0.07941839479044484
450,analcatdata_lawsuit,adasyn,0.7863933236574746,0.18734190104905965,0.8714285714285716,0.11203133672398659
450,analcatdata_lawsuit,smote_enn,0.5958713456354966,0.24919039751279753,0.7097402597402598,0.23530876354565086
1018,ipums_la_99-small,baseline,0.12042637003153182,0.015128197532341304,0.2704897073905374,0.03230356764171358
1018,ipums_la_99-small,class_weight,0.11929606540445907,0.009701798371784578,0.2668350349549993,0.021318710481265258
1018,ipums_la_99-small,random_undersample,0.1505466491238879,0.010997233722220254,0.2898834329815888,0.012983188768758024
1018,ipums_la_99-small,smote,0.12426004004716813,0.011161271626620426,0.2804515200094565,0.022390248816939552
1018,ipums_la_99-small,adasyn,0.1124307048924003,0.014425865190023285,0.2542388153208489,0.03083099656353675
1018,ipums_la_99-small,smote_enn,0.1395181322933858,0.010690143300670734,0.30519900846493364,0.01803662621743024
1487,ozone-level-8hr,baseline,0.1449658303498612,0.0371578823425909,0.31095233364095876,0.06304525584066821
1487,ozone-level-8hr,class_weight,0.11475849798223528,0.019389094850836938,0.25147360703812316,0.04591723876366326
1487,ozone-level-8hr,random_undersample,0.1388921930328077,0.012481847238884316,0.26277860728442554,0.015407584744481407
1487,ozone-level-8hr,smote,0.15634070525726843,0.03652533945753877,0.33200200055958934,0.05336368261609244
1487,ozone-level-8hr,adasyn,0.16647120374460675,0.03042389915724134,0.34878452544695016,0.0484137865419533
1487,ozone-level-8hr,smote_enn,0.1754766254308065,0.024102604942924023,0.3483302186083793,0.03180701342908153
38,sick,baseline,0.7761311613112034,0.037383455551316176,0.8758962160791622,0.022080377708066465
38,sick,class_weight,0.8267480866287743,0.03737111887929656,0.9055947502061205,0.020905609292845552
38,sick,random_undersample,0.5795794593284401,0.05983676840559933,0.7348630813181541,0.04761850129056264
38,sick,smote,0.7886050717294004,0.015233154458300825,0.8837223909561184,0.009140158430224074
38,sick,adasyn,0.7937172315065544,0.04428929624027144,0.8865584601733669,0.02597356045116652
38,sick,smote_enn,0.7125698658703712,0.027573630304665378,0.8365278185433226,0.018011774673212057
1040,sylva_prior,baseline,0.8601710117776726,0.021774054360874182,0.9247608965594992,0.012344697224057658
1040,sylva_prior,class_weight,0.8726672905882482,0.01777377539901794,0.9319618823277382,0.009919292766658858
1040,sylva_prior,random_undersample,0.7941758765193386,0.06105796843521377,0.8851169984882995,0.038698225366245856
1040,sylva_prior,smote,0.8610952950954676,0.020766774345874605,0.9256441829589297,0.011574584412391613
1040,sylva_prior,adasyn,0.8785853781208651,0.0158019780870414,0.9355100762907924,0.00866925432712939
1040,sylva_prior,smote_enn,0.879530945597183,0.027527597171307417,0.9360957029483628,0.015253175671658386
1139,OVA_Omentum,baseline,0.1374137666540579,0.08717234481999099,0.2702114998666723,0.15644883641730334
1139,OVA_Omentum,class_weight,0.17051413128627935,0.0749005732451067,0.3558425769632666,0.1016844886093992
1139,OVA_Omentum,random_undersample,0.1363416025380426,0.031542139251268586,0.26265584279209186,0.04757585805658468
1139,OVA_Omentum,smote,0.20926587705713917,0.07137215529391201,0.4131747511057856,0.08729317489731277
1139,OVA_Omentum,adasyn,0.2120417281066745,0.0769812028401621,0.4144546850998464,0.09411563407463681
1139,OVA_Omentum,smote_enn,0.24635421626300333,0.08454287513318005,0.43872727272727274,0.08523298162697816
1146,OVA_Prostate,baseline,0.7927228407017429,0.11310193935397504,0.8842165242165242,0.06658080037722527
1146,OVA_Prostate,class_weight,0.8411042414323114,0.12299890824716454,0.9114122914122914,0.07253343614010749
1146,OVA_Prostate,random_undersample,0.49675194979180526,0.03486033766948853,0.670306986635016,0.035015141748252286
1146,OVA_Prostate,smote,0.7944398909675894,0.08515953898710248,0.8858072755736828,0.048948391350934636
1146,OVA_Prostate,adasyn,0.7703679274892584,0.10094937614298917,0.8712281044872814,0.06013110179727837
1146,OVA_Prostate,smote_enn,0.8385229441540121,0.07960891988672059,0.9114349571246123,0.04489248868378793
311,oil_spill,baseline,0.26550208112473445,0.10677416738301616,0.4764346764346764,0.10762112831578628
311,oil_spill,class_weight,0.18536970990350216,0.05926809831672899,0.36234432234432234,0.09936572452214569
311,oil_spill,random_undersample,0.10405790651107485,0.013322571232618425,0.21113280698191245,0.019011238933513003
311,oil_spill,smote,0.19586103300120822,0.09739692483712838,0.37625668449197863,0.14726225172574
311,oil_spill,adasyn,0.17136479954651104,0.06457885458373244,0.36384057971014494,0.09110468161391201
311,oil_spill,smote_enn,0.2251589667066894,0.07859089776959337,0.41538653451811347,0.11842274662425044
947,arsenic-male-bladder,baseline,0.29919111969111967,0.1281542349599275,0.5047319347319348,0.14402168405455412
947,arsenic-male-bladder,class_weight,0.3301196911196911,0.10796713533353615,0.54,0.11623730516108462
947,arsenic-male-bladder,random_undersample,0.10016827691478854,0.040900966738266535,0.19503030303030305,0.056882460610181686
947,arsenic-male-bladder,smote,0.23257185757185753,0.09441564639617522,0.42857142857142855,0.11952286093343936
947,arsenic-male-bladder,adasyn,0.1919032409032409,0.09656162415510863,0.3732085561497326,0.13042301670902723
947,arsenic-male-bladder,smote_enn,0.17477401924770347,0.08133865524196934,0.3399584076054664,0.11068051515479384
977,letter,baseline,0.8050489580234054,0.01720016068070351,0.8947855511302564,0.009910486541354967
977,letter,class_weight,0.8604279431669838,0.023526940587702907,0.9256856426125637,0.013080920245683355
977,letter,random_undersample,0.4957884426112253,0.04820654525039464,0.6679482487412975,0.041081517825220154
977,letter,smote,0.8124995853045325,0.024430256553411665,0.8991074512380515,0.013906166779639103
977,letter,adasyn,0.7713750539930843,0.021814934309553908,0.8753476337329043,0.012772469217116679
977,letter,smote_enn,0.8111932921700411,0.014776874753558194,0.8984648469681888,0.008401516835436648
1142,OVA_Endometrium,baseline,0.08848111420219436,0.022540942649086567,0.23575538533462798,0.05012630771136942
1142,OVA_Endometrium,class_weight,0.23807676501851258,0.0344328261128418,0.4621585821585822,0.03819782735764129
1142,OVA_Endometrium,random_undersample,0.11753856295378755,0.05668702427478769,0.22118963574227388,0.07813133657051737
1142,OVA_Endometrium,smote,0.13844439055380547,0.07058274402964579,0.31451465201465206,0.10690547730825747
1142,OVA_Endometrium,adasyn,0.1994104072630629,0.10025189991594467,0.4025879612086508,0.11303619990531756
1142,OVA_Endometrium,smote_enn,0.19616021404999134,0.06595896997896773,0.36598245095139503,0.0693718890974365
1039,hiva_agnostic,baseline,0.11188454116372455,0.046732106341984776,0.280547385620915,0.08656676459948277
1039,hiva_agnostic,class_weight,0.09614353812993118,0.02255635593489155,0.25957822597336894,0.047486108931104686
1039,hiva_agnostic,random_undersample,0.05418720619868844,0.004211954301679615,0.11537969968310124,0.010001418194391194
1039,hiva_agnostic,smote,0.0988151610003178,0.013382498423460282,0.26780603847329437,0.028239135381806394
1039,hiva_agnostic,adasyn,0.06852076545648218,0.018595034454200243,0.19385131016790313,0.05121741112926023
1039,hiva_agnostic,smote_enn,0.10070972477679703,0.013934651712565117,0.2590641104926819,0.025814967166213617
950,arsenic-female-lung,baseline,0.6414285714285715,0.18206020533698994,0.7666666666666666,0.12247448713915893
950,arsenic-female-lung,class_weight,0.3737462462462463,0.1625852946592889,0.5577777777777777,0.15778560230989486
950,arsenic-female-lung,random_undersample,0.18744588744588744,0.0534697754342667,0.3124273504273504,0.07300845695572054
950,arsenic-female-lung,smote,0.513474025974026,0.183319437316121,0.6647619047619047,0.15479047355360034
950,arsenic-female-lung,adasyn,0.5147619047619048,0.1942466843382847,0.6537362637362638,0.18620210332381398
950,arsenic-female-lung,smote_enn,0.4342490842490842,0.1252473434719761,0.6059523809523808,0.12857142857142856
310,mammography,baseline,0.40818520176550754,0.0654622434862288,0.6264319933394601,0.05312644054903882
310,mammography,class_weight,0.38727583571638424,0.0438226570476579,0.608900105742211,0.03728909631157479
310,mammography,random_undersample,0.1536231718605563,0.016749086624215172,0.2860048443030502,0.02247662858493
310,mammography,smote,0.32150746100360317,0.015742955261302503,0.5420545973595605,0.014544741633589249
310,mammography,adasyn,0.28525976537073794,0.04830012783041479,0.5046382137084225,0.05005440796916098
310,mammography,smote_enn,0.31969201997258795,0.03913913005490383,0.5236447628602876,0.03592968066251601
951,arsenic-male-lung,baseline,1.0,0.0,1.0,0.0
951,arsenic-male-lung,class_weight,1.0,0.0,1.0,0.0
951,arsenic-male-lung,random_undersample,0.21140415140415142,0.05155370805830916,0.3460993908052732,0.06875529518493852
951,arsenic-male-lung,smote,1.0,0.0,1.0,0.0
951,arsenic-male-lung,adasyn,1.0,0.0,1.0,0.0
951,arsenic-male-lung,smote_enn,1.0,0.0,1.0,0.0
1056,mc1,baseline,0.15813832692891566,0.15960350211175778,0.2775350140056022,0.20426959558870905
1056,mc1,class_weight,0.06938092432720785,0.04090531043838065,0.18725274725274724,0.12612533872319484
1056,mc1,random_undersample,0.050184218198115596,0.008979276758704519,0.11007469110785653,0.019002260238584177
1056,mc1,smote,0.040947498940685355,0.010150674624610511,0.1276228956228956,0.0649855082356954
1056,mc1,adasyn,0.03555312429899889,0.008525144860707934,0.11849237472766885,0.03511201413852229
1056,mc1,smote_enn,0.056413855962806944,0.02107713650341257,0.16558926174217597,0.047367354372294126
1452,PieChart2,baseline,0.03346756152125279,0.023455434345100133,0.05,0.1
1452,PieChart2,class_weight,0.08896452540747843,0.05312277747953142,0.22714285714285715,0.1312732000875445
1452,PieChart2,random_undersample,0.049458033302378114,0.02006516749481344,0.09745610711127953,0.03212311214176948
1452,PieChart2,smote,0.0992095451155854,0.06597992038183152,0.24444444444444446,0.14740554623801774
1452,PieChart2,adasyn,0.16564504101416852,0.17572951999459527,0.32272727272727275,0.18077986349423822
1452,PieChart2,smote_enn,0.06185585432488826,0.03835373343052751,0.14021929824561402,0.06395804470449709
1069,pc2,baseline,0.01928210705525766,0.006754104291803765,0.025,0.05
1069,pc2,class_weight,0.016357487191136014,0.001733258375296576,0.0,0.0
1069,pc2,random_undersample,0.02703568175617903,0.011798945235183031,0.05157129408258161,0.027167793160562306
1069,pc2,smote,0.025446820159472545,0.012272486289658949,0.059893048128342244,0.07610886363489709
1069,pc2,adasyn,0.02604511075776314,0.010131788242758689,0.06153846153846154,0.07536891516255934
1069,pc2,smote_enn,0.03796550612889199,0.02774734915751945,0.10056048404405897,0.066123743797077
316,yeast_ml8,baseline,0.01625002138836131,0.004648030889391086,0.02222222222222222,0.04444444444444444
316,yeast_ml8,class_weight,0.032287870232534266,0.03664909214888024,0.06153846153846154,0.12307692307692308
316,yeast_ml8,random_undersample,0.0329304368837654,0.013762271744378073,0.07181570562570896,0.02779708215908472
316,yeast_ml8,smote,0.055684170901562205,0.08343681993021751,0.09230769230769231,0.18461538461538463
316,yeast_ml8,adasyn,0.02593866388332791,0.02395528656589198,0.05,0.10000000000000002
316,yeast_ml8,smote_enn,0.04685189922177998,0.03529921248165825,0.12705060478467242,0.08465197806125292
